Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn,EngagementScore,RecentOrder,UnhappyCustomer,LoyaltyTier,CashbackPerOrder
22.0,17.0,3.0,Laptop & Accessory,1.0,Single,4.0,0.0,4.0,145.07,0.0,51.321,1,0,Loyal,36.2675
23.0,30.0,3.0,Grocery,3.0,Divorced,4.0,1.0,5.0,239.73,0.0,80.019,1,1,Loyal,59.9325
6.0,15.0,3.0,Mobile,2.0,Divorced,1.0,0.0,10.0,127.81,0.0,41.342999999999996,1,0,New,31.9525
24.0,27.0,4.0,Grocery,3.0,Married,4.0,1.0,14.0,237.45,0.0,80.035,1,1,Loyal,47.489999999999995
14.0,14.0,3.0,Mobile,3.0,Divorced,10.0,1.0,7.0,124.61,0.0,42.783,1,1,Loyal,31.1525
18.0,29.0,3.0,Laptop & Accessory,5.0,Married,2.0,1.0,8.0,136.33,0.0,47.499,1,1,Loyal,34.0825
1.0,25.0,4.0,Mobile,5.0,Divorced,2.0,0.0,3.0,131.96,0.0,41.488,1,0,New,26.392000000000003
10.0,16.0,2.0,Mobile Phone,4.0,Married,3.0,0.0,3.0,153.1,0.0,49.73,1,0,Regular,51.03333333333333
9.0,11.0,3.0,Fashion,5.0,Married,5.0,0.0,2.0,180.08,0.0,57.92400000000001,1,0,Regular,45.02
0.0,13.0,1.5,Mobile Phone,5.0,Single,1.0,0.0,7.0,135.78,0.0,41.334,1,0,,54.312
31.0,14.0,4.0,Others,5.0,Married,7.0,0.0,11.0,269.57500000000005,0.0,91.77250000000001,1,0,VIP,53.915000000000006
19.0,9.0,5.0,Grocery,2.0,Divorced,11.0,0.0,9.0,269.57500000000005,0.0,88.57250000000002,1,0,Loyal,44.929166666666674
4.0,9.0,5.0,Laptop & Accessory,1.0,Single,7.0,1.0,1.0,193.77,0.0,61.331,1,1,New,32.295
6.0,31.0,4.0,Laptop & Accessory,4.0,Single,2.0,0.0,2.0,143.2,0.0,46.35999999999999,1,0,New,28.639999999999997
27.0,13.0,4.0,Laptop & Accessory,3.0,Married,4.0,1.0,6.0,148.06,0.0,54.118,1,1,VIP,29.612000000000002
4.0,13.0,5.0,Laptop & Accessory,2.0,Divorced,2.0,0.0,8.0,171.27,0.0,54.581,1,0,New,28.545
12.0,19.0,5.0,Laptop & Accessory,5.0,Married,4.0,0.0,3.0,187.88,0.0,61.964,1,0,Regular,31.313333333333333
20.0,20.0,3.0,Laptop & Accessory,5.0,Single,3.0,0.0,7.0,149.6,0.0,52.08,1,0,Loyal,37.4
13.0,10.0,4.0,Fashion,1.0,Married,8.0,0.0,11.0,208.55,0.0,68.065,1,0,Loyal,41.71
3.0,9.0,5.0,Laptop & Accessory,4.0,Married,4.0,0.0,1.0,191.44,0.0,60.331999999999994,1,0,New,31.906666666666666
17.0,11.0,3.0,Others,4.0,Divorced,8.0,0.0,10.0,269.57500000000005,0.0,87.17250000000001,1,0,Loyal,67.39375000000001
13.0,6.0,3.0,Laptop & Accessory,1.0,Married,5.0,0.0,3.0,165.13,0.0,54.638999999999996,1,0,Loyal,41.2825
1.0,9.0,4.0,Mobile Phone,5.0,Divorced,8.0,1.0,3.0,145.42,0.0,45.525999999999996,1,1,New,29.083999999999996
20.0,7.0,3.0,Mobile,1.0,Married,8.0,0.0,2.0,134.2,0.0,47.46,1,0,Loyal,33.55
4.0,26.0,3.0,Laptop & Accessory,3.0,Married,2.0,0.0,0.0,169.32,0.0,53.196000000000005,1,0,New,42.33
13.0,15.0,3.0,Laptop & Accessory,5.0,Married,1.0,0.0,1.0,154.73,0.0,51.519,1,0,Loyal,38.6825
14.0,8.0,4.0,Laptop & Accessory,1.0,Married,6.0,0.0,4.0,190.13,0.0,62.839,1,0,Loyal,38.025999999999996
11.0,10.0,4.0,Fashion,3.0,Divorced,3.0,0.0,3.0,219.34,0.0,70.70199999999998,1,0,Regular,43.868
18.0,32.0,4.0,Laptop & Accessory,5.0,Married,2.0,0.0,5.0,143.85,0.0,50.154999999999994,1,0,Loyal,28.77
24.0,27.0,3.0,Laptop & Accessory,1.0,Single,1.0,1.0,0.0,154.41,0.0,54.723,1,1,Loyal,38.6025
1.0,22.0,2.0,Laptop & Accessory,5.0,Single,1.0,0.0,7.0,156.61,0.0,48.083,1,0,New,52.20333333333334
29.0,14.0,3.0,Mobile Phone,5.0,Married,5.0,1.0,2.0,142.57,0.0,52.67099999999999,1,1,VIP,35.6425
9.0,15.0,3.0,Mobile,5.0,Single,4.0,0.0,0.0,120.18,0.0,39.95400000000001,1,0,Regular,30.045
10.0,9.0,3.0,Laptop & Accessory,4.0,Single,4.0,0.0,1.0,141.07,0.0,46.521,1,0,Regular,35.2675
28.0,10.0,4.0,Laptop & Accessory,5.0,Divorced,4.0,0.0,6.0,184.4,0.0,65.32000000000001,1,0,VIP,36.88
12.0,13.0,5.0,Laptop & Accessory,3.0,Married,4.0,0.0,8.0,178.21,0.0,59.063,1,0,Regular,29.701666666666668
1.0,28.0,5.0,Mobile Phone,4.0,Single,3.0,1.0,1.0,146.21,0.0,46.163,1,1,New,24.368333333333336
10.0,14.0,2.0,Laptop & Accessory,5.0,Married,4.0,0.0,14.0,171.39,0.0,55.21699999999999,1,0,Regular,57.129999999999995
1.0,20.0,4.0,Laptop & Accessory,5.0,Married,4.0,0.0,3.0,167.33,0.0,52.099000000000004,1,0,New,33.466
19.0,14.0,4.0,Fashion,5.0,Married,4.0,0.0,3.0,222.24,0.0,73.972,1,0,Loyal,44.448
7.0,15.0,4.0,Fashion,4.0,Single,2.0,0.0,7.0,186.21,0.0,59.563,1,0,Regular,37.242000000000004
4.0,26.0,3.0,Laptop & Accessory,3.0,Divorced,2.0,0.0,0.0,169.32,0.0,53.196000000000005,1,0,New,42.33
1.0,27.0,4.0,Laptop & Accessory,3.0,Single,3.0,0.0,3.0,224.81,0.0,69.34299999999999,1,0,New,44.962
8.0,7.0,5.0,Laptop & Accessory,5.0,Single,2.0,0.0,10.0,178.43,0.0,57.929,1,0,Regular,29.738333333333333
3.0,30.0,2.0,Mobile Phone,3.0,Divorced,3.0,0.0,8.0,152.0,0.0,47.3,1,0,New,50.666666666666664
11.0,23.0,5.0,Laptop & Accessory,3.0,Married,6.0,0.0,1.0,188.34,0.0,61.802,1,0,Regular,31.39
13.0,22.0,3.0,Fashion,1.0,Single,7.0,1.0,3.0,179.45,0.0,58.934999999999995,1,1,Loyal,44.8625
3.0,17.0,4.0,Mobile Phone,3.0,Single,3.0,0.0,1.0,151.42,0.0,47.925999999999995,1,0,New,30.284
31.0,16.0,5.0,Mobile Phone,4.0,Divorced,6.0,1.0,1.0,158.46,0.0,58.838,1,1,VIP,26.41
10.0,15.0,3.0,Fashion,4.0,Married,2.0,0.0,7.0,188.34,0.0,60.702000000000005,1,0,Regular,47.085
1.0,30.0,4.0,Fashion,5.0,Married,11.0,1.0,3.0,224.5,0.0,69.24999999999999,1,1,New,44.9
1.0,16.0,4.0,Mobile Phone,5.0,Single,4.0,1.0,1.0,156.72,0.0,48.916,1,1,New,31.344
9.0,15.0,4.0,Laptop & Accessory,4.0,Married,3.0,1.0,2.0,188.47,0.0,60.841,1,1,Regular,37.694
11.0,11.0,4.0,Mobile Phone,2.0,Married,6.0,0.0,9.0,71.37499999999997,0.0,26.312499999999993,1,0,Regular,14.274999999999995
28.0,10.0,4.0,Grocery,1.0,Married,5.0,0.0,10.0,269.57500000000005,0.0,90.87250000000002,1,0,VIP,53.915000000000006
11.0,6.0,1.5,Mobile,3.0,Married,2.0,0.0,0.0,128.44,0.0,42.431999999999995,1,0,Regular,51.376
10.0,10.0,2.0,Laptop & Accessory,5.0,Married,8.0,0.0,5.0,193.42,0.0,61.82599999999999,1,0,Regular,64.47333333333333
26.0,13.0,2.0,Grocery,3.0,Divorced,4.0,0.0,3.0,248.14,0.0,83.04199999999999,1,0,VIP,82.71333333333332
23.0,6.0,3.0,Others,4.0,Married,4.0,1.0,7.0,269.57500000000005,0.0,88.97250000000003,1,1,Loyal,67.39375000000001
22.0,6.0,4.0,Grocery,3.0,Single,8.0,1.0,7.0,239.64,0.0,80.09199999999998,1,1,Loyal,47.928
10.0,11.0,4.0,Laptop & Accessory,4.0,Married,9.0,0.0,3.0,176.31,0.0,57.493,1,0,Regular,35.262
1.0,21.0,5.0,Mobile Phone,4.0,Married,3.0,1.0,3.0,162.43,0.0,51.028999999999996,1,1,New,27.07166666666667
10.0,8.0,3.0,Laptop & Accessory,3.0,Divorced,5.0,1.0,0.0,196.02,0.0,63.006,1,1,Regular,49.005
4.0,13.0,4.0,Fashion,3.0,Divorced,2.0,0.0,9.0,189.43,0.0,59.629000000000005,1,0,New,37.886
8.0,6.0,3.0,Laptop & Accessory,3.0,Single,2.0,0.0,3.0,148.59,0.0,48.177,1,0,Regular,37.1475
12.0,8.0,5.0,Mobile Phone,5.0,Single,6.0,0.0,1.0,153.58,0.0,51.67400000000001,1,0,Regular,25.596666666666668
1.0,9.0,4.0,Mobile Phone,5.0,Married,9.0,0.0,8.0,152.07,0.0,47.520999999999994,1,0,New,30.413999999999998
7.0,21.0,4.0,Mobile Phone,4.0,Married,3.0,0.0,7.0,152.56,0.0,49.468,1,0,Regular,30.512
19.0,36.0,4.0,Fashion,1.0,Married,6.0,1.0,3.0,218.8,0.0,72.94,1,1,Loyal,43.760000000000005
1.0,9.0,4.0,Mobile Phone,1.0,Married,2.0,0.0,2.0,150.23,0.0,46.968999999999994,1,0,New,30.046
10.0,25.0,4.0,Laptop & Accessory,2.0,Single,4.0,0.0,10.0,202.79,0.0,65.437,1,0,Regular,40.558
12.0,9.0,2.0,Laptop & Accessory,4.0,Divorced,10.0,0.0,6.0,163.89,0.0,53.56699999999999,1,0,Regular,54.629999999999995
9.0,7.0,4.0,Laptop & Accessory,3.0,Single,3.0,0.0,4.0,173.59,0.0,56.377,1,0,Regular,34.718
8.0,15.0,2.0,Laptop & Accessory,3.0,Married,3.0,0.0,9.0,192.99,0.0,61.096999999999994,1,0,Regular,64.33
12.0,8.0,4.0,Laptop & Accessory,1.0,Married,9.0,0.0,10.0,172.35,0.0,56.905,1,0,Regular,34.47
1.0,15.0,5.5,Mobile Phone,3.0,Divorced,3.0,0.0,3.0,171.21,0.0,53.863,1,0,New,26.34
28.0,12.0,4.0,Others,5.0,Married,6.0,0.0,3.0,269.57500000000005,0.0,90.87250000000002,1,0,VIP,53.915000000000006
2.0,7.0,5.5,Laptop & Accessory,2.0,Divorced,2.0,0.0,6.0,191.74,0.0,60.322,1,0,New,29.49846153846154
3.0,6.0,3.0,Mobile Phone,4.0,Married,2.0,0.0,7.0,137.48,0.0,43.343999999999994,1,0,New,34.37
4.0,17.0,5.0,Laptop & Accessory,3.0,Divorced,3.0,0.0,5.0,190.78,0.0,60.434000000000005,1,0,New,31.796666666666667
0.0,14.0,4.0,Mobile,1.0,Single,2.0,1.0,1.0,123.89,0.0,38.767,1,1,,24.778
14.0,17.0,5.0,Fashion,4.0,Married,4.0,0.0,3.0,222.05,0.0,72.815,1,0,Loyal,37.00833333333333
17.0,13.0,4.0,Fashion,1.0,Married,4.0,0.0,14.5,202.48,0.0,67.44399999999999,1,0,Loyal,40.495999999999995
7.0,6.0,4.0,Fashion,3.0,Divorced,2.0,1.0,6.0,170.83,0.0,54.949000000000005,1,1,Regular,34.166000000000004
8.0,8.0,3.0,Laptop & Accessory,4.0,Single,6.0,0.0,2.0,144.25,0.0,46.875,1,0,Regular,36.0625
16.0,9.0,4.0,Grocery,5.0,Divorced,2.0,0.0,8.0,269.57500000000005,0.0,87.27250000000001,1,0,Loyal,53.915000000000006
20.0,8.0,2.0,Grocery,5.0,Single,3.0,0.0,13.0,269.57500000000005,0.0,87.67250000000001,1,0,Loyal,89.85833333333335
2.0,19.0,4.0,Laptop & Accessory,4.0,Married,5.0,1.0,3.0,140.25,0.0,44.275,1,1,New,28.05
10.0,14.0,3.0,Mobile,2.0,Divorced,2.0,1.0,2.0,123.26,0.0,41.178000000000004,1,1,Regular,30.815
29.0,33.0,2.0,Others,4.0,Married,6.0,1.0,5.0,269.57500000000005,0.0,90.37250000000002,1,1,VIP,89.85833333333335
1.0,7.0,5.0,Mobile Phone,4.0,Single,3.0,0.0,1.0,153.36,0.0,48.308,1,0,New,25.560000000000002
27.0,17.0,3.0,Grocery,1.0,Married,4.0,0.0,12.0,260.32,0.0,87.39599999999999,1,0,VIP,65.08
3.0,9.0,5.0,Mobile Phone,5.0,Single,4.0,1.0,1.0,161.46,0.0,51.338,1,1,New,26.91
0.0,10.0,1.5,Laptop & Accessory,4.0,Married,2.0,1.0,3.0,161.42,0.0,49.025999999999996,1,1,,64.568
0.0,14.0,3.0,Mobile,5.0,Married,2.0,0.0,2.0,125.0,0.0,38.7,1,0,,31.25
10.0,17.0,3.0,Fashion,2.0,Married,2.0,1.0,3.0,221.85,0.0,70.755,1,1,Regular,55.4625
3.0,14.0,3.0,Fashion,3.0,Married,6.0,0.0,7.0,172.64,0.0,53.891999999999996,1,0,New,43.16
4.0,29.0,5.0,Laptop & Accessory,3.0,Divorced,4.0,1.0,1.0,188.8,0.0,59.84,1,1,New,31.46666666666667
11.0,8.0,5.0,Laptop & Accessory,1.0,Married,3.0,1.0,3.0,154.05,0.0,51.515,1,1,Regular,25.675
5.0,33.0,4.0,Mobile Phone,3.0,Married,3.0,0.0,4.0,154.11,0.0,49.333000000000006,1,0,New,30.822000000000003
14.0,9.0,5.0,Laptop & Accessory,3.0,Married,8.0,0.0,1.0,159.48,0.0,54.044,1,0,Loyal,26.58
3.0,17.0,4.0,Mobile Phone,4.0,Married,2.0,0.0,2.0,157.91,0.0,49.873,1,0,New,31.582
9.0,12.0,3.0,Mobile,3.0,Married,9.0,0.0,2.0,122.67,0.0,40.70100000000001,1,0,Regular,30.6675
1.0,9.0,5.5,Mobile Phone,1.0,Married,7.0,1.0,3.0,159.64,0.0,50.391999999999996,1,1,New,24.56
31.0,10.0,5.0,Laptop & Accessory,2.0,Single,7.0,0.0,6.0,176.71,0.0,64.313,1,0,VIP,29.451666666666668
15.0,11.0,4.0,Mobile Phone,3.0,Divorced,11.0,1.0,8.0,149.61,0.0,50.983000000000004,1,1,Loyal,29.922000000000004
1.0,16.0,5.0,Laptop & Accessory,5.0,Single,9.0,0.0,4.0,159.07,0.0,50.020999999999994,1,0,New,26.511666666666667
14.0,12.0,3.0,Fashion,3.0,Single,2.0,0.0,7.0,192.41,0.0,63.123000000000005,1,0,Loyal,48.1025
10.0,17.0,4.0,Fashion,5.0,Married,9.0,1.0,8.0,208.21,0.0,67.063,1,1,Regular,41.642
1.0,22.0,4.0,Mobile Phone,3.0,Divorced,3.0,0.0,3.0,151.1,0.0,47.23,1,0,New,30.22
9.0,11.0,3.0,Mobile,3.0,Divorced,5.0,0.0,0.0,120.93,0.0,40.17900000000001,1,0,Regular,30.2325
13.0,7.0,4.0,Others,3.0,Married,3.0,1.0,7.0,269.57500000000005,0.0,86.37250000000002,1,1,Loyal,53.915000000000006
13.0,8.0,3.0,Others,3.0,Married,1.0,0.0,9.0,269.57500000000005,0.0,85.97250000000003,1,0,Loyal,67.39375000000001
23.0,35.0,4.0,Grocery,3.0,Married,1.0,0.0,7.0,269.57500000000005,0.0,89.37250000000002,1,0,Loyal,53.915000000000006
9.0,9.0,3.0,Mobile Phone,4.0,Single,2.0,0.0,0.0,114.83,0.0,38.349000000000004,1,0,Regular,28.7075
21.0,9.0,4.0,Mobile Phone,3.0,Single,6.0,0.0,1.0,149.79,0.0,52.836999999999996,1,0,Loyal,29.958
5.0,8.0,1.5,Laptop & Accessory,1.0,Single,8.0,0.0,7.0,150.55,0.0,47.265,1,0,New,60.220000000000006
30.0,35.0,4.0,Grocery,2.0,Married,4.0,0.0,0.0,241.18,0.0,82.954,1,0,VIP,48.236000000000004
1.0,10.0,4.0,Mobile Phone,3.0,Single,3.0,0.0,1.0,139.2,0.0,43.66,1,0,New,27.839999999999996
15.0,11.0,3.0,Others,3.0,Divorced,7.0,0.0,0.0,269.57500000000005,0.0,86.57250000000002,1,0,Loyal,67.39375000000001
20.0,7.0,4.0,Fashion,5.0,Married,9.0,0.0,3.0,218.96,0.0,73.288,1,0,Loyal,43.792
13.0,9.0,4.0,Fashion,3.0,Single,2.0,0.0,9.0,234.38,0.0,75.814,1,0,Loyal,46.876
27.0,28.0,3.0,Grocery,3.0,Married,4.0,0.0,7.0,269.57500000000005,0.0,90.17250000000001,1,0,VIP,67.39375000000001
9.0,14.0,3.0,Laptop & Accessory,1.0,Married,5.0,0.0,7.0,150.79,0.0,49.137,1,0,Regular,37.6975
11.0,7.0,4.0,Laptop & Accessory,4.0,Divorced,8.0,0.0,4.0,189.47,0.0,61.741,1,0,Regular,37.894
1.0,14.0,4.0,Laptop & Accessory,3.0,Married,3.0,0.0,2.0,173.83,0.0,54.049,1,0,New,34.766000000000005
1.0,32.0,5.5,Mobile Phone,3.0,Single,3.0,0.0,2.0,147.93,0.0,46.879,1,0,New,22.75846153846154
3.0,7.0,3.0,Mobile Phone,4.0,Married,1.0,1.0,7.0,135.79,0.0,42.836999999999996,1,1,New,33.9475
26.0,6.0,4.0,Grocery,3.0,Married,5.0,1.0,3.0,229.65,0.0,78.29499999999999,1,1,VIP,45.93
9.0,14.0,3.0,Mobile Phone,3.0,Single,2.0,0.0,0.0,119.04,0.0,39.61200000000001,1,0,Regular,29.76
2.0,8.0,3.0,Mobile,4.0,Married,1.0,0.0,2.0,131.8,0.0,41.34,1,0,New,32.95
6.0,8.0,3.0,Laptop & Accessory,4.0,Single,9.0,0.0,7.0,151.47,0.0,48.440999999999995,1,0,New,37.8675
22.0,36.0,4.0,Fashion,3.0,Married,5.0,0.0,1.0,250.04,0.0,83.21199999999999,1,0,Loyal,50.007999999999996
27.0,7.0,4.0,Laptop & Accessory,5.0,Single,9.0,0.0,11.0,208.81,0.0,72.34299999999999,1,0,VIP,41.762
23.0,7.0,5.0,Grocery,3.0,Single,9.0,1.0,8.0,264.64,0.0,88.292,1,1,Loyal,44.10666666666666
23.0,14.0,3.0,Mobile Phone,4.0,Divorced,8.0,0.0,2.0,138.75,0.0,49.725,1,0,Loyal,34.6875
4.0,11.0,5.0,Laptop & Accessory,4.0,Married,3.0,1.0,8.0,177.09,0.0,56.327000000000005,1,1,New,29.515
9.0,14.0,5.0,Mobile,5.0,Divorced,2.0,1.0,7.0,121.19,0.0,41.057,1,1,Regular,20.198333333333334
1.0,8.0,4.0,Mobile Phone,3.0,Single,2.0,0.0,3.0,158.75,0.0,49.525,1,0,New,31.75
1.0,12.0,5.0,Fashion,1.0,Married,3.0,1.0,9.0,253.08,0.0,78.224,1,1,New,42.18
19.0,9.0,5.5,Laptop & Accessory,3.0,Single,2.0,0.0,2.0,191.32,0.0,65.29599999999999,1,0,Loyal,29.433846153846154
14.0,16.0,4.0,Laptop & Accessory,3.0,Married,5.0,0.0,8.0,164.75,0.0,55.225,1,0,Loyal,32.95
9.0,16.0,4.0,Mobile Phone,5.0,Single,2.0,0.0,0.0,114.16,0.0,38.548,1,0,Regular,22.832
3.0,8.0,4.0,Mobile Phone,1.0,Married,3.0,0.0,3.0,162.6,0.0,51.279999999999994,1,0,New,32.519999999999996
9.0,16.0,4.0,Mobile Phone,3.0,Single,2.0,0.0,0.0,112.0,0.0,37.900000000000006,1,0,Regular,22.4
28.0,10.0,3.0,Laptop & Accessory,3.0,Divorced,1.0,1.0,2.0,140.35,0.0,51.705,1,1,VIP,35.0875
6.0,9.0,4.0,Mobile Phone,5.0,Single,3.0,0.0,3.0,149.39,0.0,48.21699999999999,1,0,New,29.877999999999997
16.0,19.0,4.0,Laptop & Accessory,1.0,Married,5.0,1.0,1.0,175.87,0.0,59.161,1,1,Loyal,35.174
0.0,7.0,4.0,Laptop & Accessory,5.0,Married,2.0,0.0,7.0,197.14,0.0,60.742,1,0,,39.428
5.0,18.0,3.0,Grocery,5.0,Single,1.0,1.0,14.0,237.58,0.0,73.974,1,1,New,59.395
26.0,30.0,1.5,Fashion,1.0,Married,4.0,0.0,2.0,170.05,0.0,59.415,1,0,VIP,68.02000000000001
26.0,13.0,3.0,Others,3.0,Married,4.0,0.0,7.0,269.57500000000005,0.0,89.87250000000002,1,0,VIP,67.39375000000001
5.0,11.0,3.0,Mobile,4.0,Single,3.0,0.0,7.0,127.18,0.0,40.854000000000006,1,0,New,31.795
9.0,7.0,3.0,Mobile,3.0,Married,1.0,0.0,3.0,120.64,0.0,40.092000000000006,1,0,Regular,30.16
0.0,14.0,5.0,Mobile,5.0,Single,1.0,0.0,0.0,123.25,0.0,38.975,1,0,,20.541666666666668
0.0,11.0,4.0,Fashion,1.0,Married,2.0,1.0,3.0,228.08,0.0,70.024,1,1,,45.616
13.0,29.0,4.0,Fashion,5.0,Single,3.0,1.0,9.0,233.8,0.0,75.64,1,1,Loyal,46.760000000000005
1.0,12.0,4.0,Mobile Phone,5.0,Single,3.0,1.0,3.0,148.8,0.0,46.54,1,1,New,29.76
21.0,6.0,4.0,Others,2.0,Single,7.0,0.0,0.0,269.57500000000005,0.0,88.77250000000001,1,0,Loyal,53.915000000000006
9.0,6.0,3.0,Mobile,3.0,Single,1.0,1.0,2.0,121.54,0.0,40.36200000000001,1,1,Regular,30.385
1.0,18.0,4.0,Mobile Phone,4.0,Divorced,3.0,0.0,3.0,147.44,0.0,46.132,1,0,New,29.488
22.0,8.0,5.0,Others,1.0,Single,8.0,0.0,1.0,269.57500000000005,0.0,89.47250000000001,1,0,Loyal,44.929166666666674
2.0,16.0,4.0,Mobile Phone,2.0,Divorced,3.0,0.0,5.0,145.7,0.0,45.91,1,0,New,29.139999999999997
9.0,28.0,5.0,Mobile Phone,3.0,Married,2.0,0.0,0.0,115.55,0.0,39.365,1,0,Regular,19.258333333333333
12.0,25.0,5.5,Laptop & Accessory,1.0,Married,5.0,1.0,1.0,183.11,0.0,60.733000000000004,1,1,Regular,28.17076923076923
9.0,19.0,3.0,Mobile,4.0,Divorced,2.0,0.0,0.0,120.33,0.0,39.999,1,0,Regular,30.0825
9.0,23.0,4.0,Mobile,4.0,Divorced,2.0,0.0,0.0,121.27,0.0,40.681000000000004,1,0,Regular,24.253999999999998
1.0,7.0,4.0,Laptop & Accessory,3.0,Divorced,3.0,0.0,8.0,177.96,0.0,55.288,1,0,New,35.592
15.0,14.0,3.0,Mobile,5.0,Married,4.0,0.0,2.0,125.76,0.0,43.428000000000004,1,0,Loyal,31.44
11.0,14.0,3.0,Mobile,5.0,Single,4.0,0.0,0.0,126.19,0.0,42.357,1,0,Regular,31.5475
12.0,7.0,5.0,Fashion,3.0,Single,11.0,1.0,1.0,178.81,0.0,59.243,1,1,Regular,29.801666666666666
21.0,11.0,4.0,Laptop & Accessory,3.0,Single,5.0,0.0,1.0,154.76,0.0,54.327999999999996,1,0,Loyal,30.951999999999998
3.0,35.0,5.0,Mobile Phone,5.0,Single,3.0,0.0,5.0,162.85,0.0,51.754999999999995,1,0,New,27.141666666666666
3.0,20.0,5.0,Laptop & Accessory,4.0,Married,6.0,1.0,4.0,165.25,0.0,52.474999999999994,1,1,New,27.541666666666668
17.0,13.0,3.0,Others,1.0,Married,1.0,1.0,10.0,269.57500000000005,0.0,87.17250000000001,1,1,Loyal,67.39375000000001
0.0,14.0,3.0,Mobile,1.0,Single,2.0,0.0,7.0,125.7,0.0,38.910000000000004,1,0,,31.425
24.0,11.0,4.0,Others,4.0,Married,5.0,0.0,7.0,269.57500000000005,0.0,89.67250000000001,1,0,Loyal,53.915000000000006
16.0,12.0,4.0,Mobile Phone,3.0,Divorced,6.0,0.0,1.0,145.93,0.0,50.179,1,0,Loyal,29.186
19.0,21.0,3.0,Others,4.0,Divorced,6.0,0.0,3.0,269.57500000000005,0.0,87.77250000000002,1,0,Loyal,67.39375000000001
11.0,8.0,3.0,Fashion,4.0,Single,8.0,0.0,0.0,173.51,0.0,56.553,1,0,Regular,43.3775
15.0,8.0,4.0,Mobile Phone,4.0,Married,5.0,0.0,0.0,148.41,0.0,50.623,1,0,Loyal,29.682
6.0,13.0,3.0,Laptop & Accessory,4.0,Divorced,1.0,0.0,2.0,143.02,0.0,45.906,1,0,New,35.755
5.0,14.0,4.0,Fashion,1.0,Single,3.0,1.0,11.0,196.43,0.0,62.029,1,1,New,39.286
15.0,12.0,2.0,Laptop & Accessory,4.0,Single,5.0,0.0,3.0,193.7,0.0,63.40999999999999,1,0,Loyal,64.56666666666666
1.0,15.0,3.0,Laptop & Accessory,1.0,Single,2.0,0.0,7.0,152.53,0.0,47.259,1,0,New,38.1325
1.0,18.0,5.0,Mobile Phone,5.0,Single,3.0,1.0,1.0,151.0,0.0,47.599999999999994,1,1,New,25.166666666666668
4.0,10.0,1.5,Mobile Phone,3.0,Married,9.0,0.0,2.0,139.78,0.0,43.734,1,0,New,55.912
28.0,14.0,4.0,Laptop & Accessory,1.0,Married,6.0,0.0,8.0,193.54,0.0,68.062,1,0,VIP,38.708
1.0,15.0,4.0,Fashion,3.0,Single,3.0,0.0,3.0,212.26,0.0,65.57799999999999,1,0,New,42.452
13.0,31.0,5.0,Grocery,1.0,Married,2.0,0.0,7.0,245.31,0.0,79.49300000000001,1,0,Loyal,40.885
9.0,15.0,2.0,Mobile Phone,1.0,Married,3.0,0.0,2.0,147.69,0.0,47.806999999999995,1,0,Regular,49.23
14.0,9.0,4.0,Mobile Phone,3.0,Married,4.0,0.0,3.0,148.45,0.0,50.335,1,0,Loyal,29.689999999999998
0.0,14.0,1.5,Mobile,1.0,Married,1.0,0.0,7.0,125.44,0.0,38.232,1,0,,50.176
1.0,5.0,5.0,Mobile Phone,4.0,Married,3.0,0.0,1.0,150.96,0.0,47.588,1,0,New,25.16
0.0,16.0,4.0,Fashion,5.0,Married,10.0,0.0,0.0,203.06,0.0,62.518,1,0,,40.612
3.0,30.0,4.0,Mobile Phone,2.0,Single,11.0,0.0,3.0,147.01,0.0,46.602999999999994,1,0,New,29.401999999999997
8.0,17.0,4.0,Mobile Phone,3.0,Married,3.0,1.0,1.0,163.15,0.0,52.945,1,1,Regular,32.63
11.0,14.0,4.0,Laptop & Accessory,5.0,Married,7.0,1.0,5.0,167.84,0.0,55.251999999999995,1,1,Regular,33.568
17.0,14.0,1.5,Mobile,2.0,Divorced,3.0,1.0,2.0,128.18,0.0,44.154,1,1,Loyal,51.272000000000006
17.0,33.0,4.0,Grocery,1.0,Married,3.0,1.0,13.0,269.57500000000005,0.0,87.5725,1,1,Loyal,53.915000000000006
7.0,14.0,3.0,Laptop & Accessory,5.0,Divorced,6.0,0.0,2.0,165.0,0.0,52.800000000000004,1,0,Regular,41.25
0.0,10.0,3.0,Mobile,4.0,Single,2.0,0.0,2.0,132.95,0.0,41.085,1,0,,33.2375
1.0,16.0,4.0,Mobile Phone,5.0,Single,9.0,0.0,5.0,167.0,0.0,52.0,1,0,New,33.4
19.0,9.0,3.0,Grocery,4.0,Divorced,9.0,0.0,1.0,266.06,0.0,86.718,1,0,Loyal,66.515
3.0,22.0,3.0,Laptop & Accessory,3.0,Divorced,9.0,0.0,2.0,153.01,0.0,48.003,1,0,New,38.2525
14.0,8.0,3.0,Grocery,5.0,Divorced,8.0,0.0,8.0,265.95,0.0,85.185,1,0,Loyal,66.4875
28.0,8.0,4.0,Grocery,1.0,Single,8.0,0.0,8.0,269.57500000000005,0.0,90.87250000000002,1,0,VIP,53.915000000000006
28.0,12.0,4.0,Others,5.0,Divorced,6.0,0.0,3.0,269.57500000000005,0.0,90.87250000000002,1,0,VIP,53.915000000000006
